 Format                 IAGA-2002                                    |
 Source of Data         WDC for Geomagnetism, Kyoto, Japan           |
 Station Name           Equatorial Dst index                         |
 IAGA CODE              Dst                                          |
 Geodetic Latitude                                                   |
 Geodetic Longitude                                                  |
 Elevation                                                           |
 Reported               Dst                                          |
 Sensor Orientation                                                  |
 Digital Sampling                                                    |
 Data Interval Type     1-hour                                       |
 Data Type              Quicklook                                    |
 # Converted to IAGA2002 format by the International Service of      |
 #  Geomagnetic indices (ISGI, http://isgi.unistra.fr)               |
 # The values in the raw of 00:00:00.000 are the mean values         |
 #  between 00:00UT and 01:00UT, etc.                                |
 # Missing values are indicated by value 9999                        |
 # Dst: Disturbed Storm Time, unit 1 nT                              |
 #                                                                   |
 # DOI citation:  http://dx.doi.org/10.17593/14515-74000             |
 #                                                                   |
 # For more information on Dst index, please visit                   |
 #  World Data Center for Geomagnetism (Kyoto) website :             |
 #  http://wdc.kugi.kyoto-u.ac.jp/                                   |
DATE       TIME         DOY    Dst                                   |
2017-09-21 12:00:00.000 264    -15
2017-09-21 13:00:00.000 264    -10
2017-09-21 14:00:00.000 264    -14
2017-09-21 15:00:00.000 264    -14
2017-09-21 16:00:00.000 264    -13
2017-09-21 17:00:00.000 264    -11
2017-09-21 18:00:00.000 264    -13
2017-09-21 19:00:00.000 264    -18
2017-09-21 20:00:00.000 264    -21
2017-09-21 21:00:00.000 264    -24
2017-09-21 22:00:00.000 264    -23
2017-09-21 23:00:00.000 264    -26
2017-09-22 00:00:00.000 265    -24
2017-09-22 01:00:00.000 265    -25
2017-09-22 02:00:00.000 265    -22
2017-09-22 03:00:00.000 265    -19
2017-09-22 04:00:00.000 265    -15
2017-09-22 05:00:00.000 265    -16
2017-09-22 06:00:00.000 265    -18
2017-09-22 07:00:00.000 265    -22
2017-09-22 08:00:00.000 265    -17
2017-09-22 09:00:00.000 265    -11
2017-09-22 10:00:00.000 265    -13
2017-09-22 11:00:00.000 265    -13
2017-09-22 12:00:00.000 265    -15
2017-09-22 13:00:00.000 265    -10
2017-09-22 14:00:00.000 265     -8
2017-09-22 15:00:00.000 265     -8
2017-09-22 16:00:00.000 265    -11
2017-09-22 17:00:00.000 265    -18
2017-09-22 18:00:00.000 265    -25
2017-09-22 19:00:00.000 265    -26
2017-09-22 20:00:00.000 265    -25
2017-09-22 21:00:00.000 265    -21
2017-09-22 22:00:00.000 265    -18
2017-09-22 23:00:00.000 265    -15
2017-09-23 00:00:00.000 266    -16
2017-09-23 01:00:00.000 266    -15
2017-09-23 02:00:00.000 266    -11
2017-09-23 03:00:00.000 266     -8
2017-09-23 04:00:00.000 266     -8
2017-09-23 05:00:00.000 266    -16
2017-09-23 06:00:00.000 266    -21
2017-09-23 07:00:00.000 266    -19
2017-09-23 08:00:00.000 266    -20
2017-09-23 09:00:00.000 266    -13
2017-09-23 10:00:00.000 266     -8
2017-09-23 11:00:00.000 266     -7
2017-09-23 12:00:00.000 266    -10
2017-09-23 13:00:00.000 266     -6
2017-09-23 14:00:00.000 266     -5
2017-09-23 15:00:00.000 266     -4
2017-09-23 16:00:00.000 266     -8
2017-09-23 17:00:00.000 266    -11
2017-09-23 18:00:00.000 266    -14
2017-09-23 19:00:00.000 266    -19
2017-09-23 20:00:00.000 266    -18
2017-09-23 21:00:00.000 266    -15
2017-09-23 22:00:00.000 266    -14
2017-09-23 23:00:00.000 266    -11
2017-09-24 00:00:00.000 267    -11
2017-09-24 01:00:00.000 267    -10
2017-09-24 02:00:00.000 267     -5
2017-09-24 03:00:00.000 267     -5
2017-09-24 04:00:00.000 267     -6
2017-09-24 05:00:00.000 267     -8
2017-09-24 06:00:00.000 267     -6
2017-09-24 07:00:00.000 267     -4
2017-09-24 08:00:00.000 267     -3
2017-09-24 09:00:00.000 267     -2
2017-09-24 10:00:00.000 267     -1
2017-09-24 11:00:00.000 267     -1
2017-09-24 12:00:00.000 267     -4
2017-09-24 13:00:00.000 267     -4
2017-09-24 14:00:00.000 267     -6
2017-09-24 15:00:00.000 267     -5
2017-09-24 16:00:00.000 267      2
2017-09-24 17:00:00.000 267      7
2017-09-24 18:00:00.000 267      5
2017-09-24 19:00:00.000 267      0
2017-09-24 20:00:00.000 267     -2
2017-09-24 21:00:00.000 267      3
